"Table 1a: Estimated population by sex, single year of age and 2011 Data Zone area, and council area: 30 June 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area code,Area name,Council area,All ages,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,,,,
,,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01006543,"Braeside, Mannofield, Broomhill and Seafield North - 02",Aberdeen City,790,,4,5,7,9,6,3,14,11,12,10,9,8,7,10,7,7,5,2,2,4,6,6,6,10,2,5,11,12,11,9,10,7,10,5,9,6,15,5,10,14,5,9,11,7,9,10,13,17,16,5,11,18,11,7,17,9,9,13,15,14,15,8,11,9,9,3,14,7,11,9,7,7,12,10,8,8,13,6,5,9,2,8,7,8,5,9,3,5,7,5,13
S01006544,"Braeside, Mannofield, Broomhill and Seafield North - 03",Aberdeen City,"1,273",,12,17,10,10,12,4,25,21,14,15,13,9,10,10,10,11,7,6,5,3,5,10,8,5,10,17,20,24,26,20,26,19,21,24,19,34,21,26,22,32,13,20,34,25,23,27,17,14,11,22,13,14,6,16,20,23,16,11,19,17,20,21,13,14,4,12,8,8,11,18,13,8,6,4,9,11,8,1,1,11,5,10,8,11,4,4,5,8,3,4,36
S01006545,"Braeside, Mannofield, Broomhill and Seafield North - 04",Aberdeen City,"1,108",,12,4,16,12,18,8,13,5,11,15,3,2,7,8,6,6,5,8,5,11,9,6,8,15,9,15,14,25,21,11,32,16,20,19,23,9,15,13,21,13,11,7,17,16,8,11,10,10,11,12,26,15,14,20,11,19,12,20,15,18,17,17,22,19,14,10,10,12,7,16,15,13,16,11,6,9,7,7,11,7,10,15,9,14,7,3,6,4,6,3,13
S01006546,"Braeside, Mannofield, Broomhill and Seafield North - 05",Aberdeen City,608,,4,5,8,7,6,4,3,5,6,3,6,5,3,8,3,8,7,0,8,6,1,2,5,5,4,7,8,21,5,6,8,11,12,5,2,6,9,7,7,17,5,7,9,6,6,5,6,7,5,6,13,7,14,7,7,11,17,9,14,12,6,4,10,8,3,3,14,12,7,6,9,10,4,7,9,13,9,7,4,2,6,7,2,3,3,2,2,0,7,3,0
S01006547,Hazlehead - 01,Aberdeen City,"1,429",,22,22,28,29,38,24,13,25,18,16,17,17,22,17,17,8,10,11,5,7,4,8,8,11,15,8,19,27,20,18,14,32,28,33,21,29,17,18,31,27,25,12,20,22,20,22,24,18,10,14,23,17,15,18,16,19,21,14,10,15,16,18,20,17,15,9,14,6,15,20,12,11,12,10,10,10,8,5,11,4,6,11,4,3,6,8,7,7,4,4,17
S01006548,Hazlehead - 02,Aberdeen City,646,,8,5,7,5,9,4,2,7,8,6,4,5,4,6,8,6,1,7,2,2,0,8,2,9,2,2,3,6,2,3,9,15,10,1,8,6,12,12,7,7,3,5,7,6,3,2,11,14,9,7,8,9,15,12,17,14,5,6,5,18,6,6,10,7,4,9,2,15,10,13,9,10,12,11,12,9,8,9,9,6,5,8,12,8,8,5,4,5,0,4,4
S01006549,Hazlehead - 03,Aberdeen City,809,,8,10,13,6,7,11,8,8,7,12,10,16,7,8,5,5,9,8,6,4,5,6,8,6,5,2,10,9,6,6,9,12,7,10,18,2,9,14,13,6,16,12,5,8,4,12,20,12,9,13,17,16,15,14,8,13,17,7,15,7,12,14,16,8,17,16,11,8,13,10,10,12,7,4,10,7,12,8,4,4,6,4,5,2,1,2,4,2,4,2,3
S01006550,Hazlehead - 04,Aberdeen City,897,,4,6,9,8,10,7,7,11,6,11,6,11,11,4,11,7,3,3,0,4,5,4,8,2,0,7,9,12,16,9,13,3,11,12,5,19,5,0,7,8,11,12,10,8,6,7,9,14,5,17,9,14,9,13,18,18,12,15,21,10,15,20,18,21,18,11,10,12,22,16,14,12,11,6,9,4,10,9,16,12,11,10,12,12,10,7,7,5,2,7,16
S01006551,Hazlehead - 05,Aberdeen City,682,,3,8,10,6,5,14,7,9,6,4,6,1,2,1,7,10,6,10,1,4,0,6,12,1,4,10,12,9,5,8,10,9,4,8,5,16,7,10,12,9,8,10,5,6,4,20,9,16,7,7,15,11,9,9,16,15,11,7,10,10,8,10,14,8,6,6,1,14,3,9,7,6,9,7,5,4,12,12,7,4,6,5,7,5,6,7,3,4,2,0,3
S01006552,Hazlehead - 06,Aberdeen City,907,,10,10,10,7,10,7,5,7,8,6,14,12,7,10,5,2,11,3,6,3,0,6,11,12,9,13,10,13,18,15,9,17,11,22,19,13,15,19,19,15,13,16,13,2,10,18,16,7,8,14,21,12,10,16,10,6,12,14,22,6,14,15,8,14,13,9,17,13,7,15,4,17,7,13,7,7,6,5,6,6,7,4,5,2,5,2,1,2,2,2,7
S01006553,Summerhill - 01,Aberdeen City,888,,6,5,7,10,2,5,9,11,4,10,8,4,13,14,6,8,11,7,8,6,2,4,12,10,7,13,16,7,7,15,13,12,7,5,5,7,9,19,9,6,7,11,13,11,13,6,8,17,13,7,8,7,15,6,12,16,15,16,14,13,6,16,6,11,16,19,12,15,14,14,10,15,7,17,13,9,15,17,10,12,10,7,7,6,8,4,4,9,5,5,2
S01006554,Summerhill - 02,Aberdeen City,774,,12,10,8,9,17,6,9,13,6,1,6,11,2,5,4,1,8,6,5,1,6,5,7,10,9,20,17,18,11,15,10,9,17,21,14,14,15,16,14,18,8,2,8,16,4,10,9,8,2,9,8,5,6,6,8,9,9,8,10,10,11,11,10,8,6,14,7,7,3,8,10,10,6,10,7,9,3,2,4,6,8,4,4,6,4,4,3,7,5,3,13
S01006555,Summerhill - 03,Aberdeen City,722,,16,3,4,5,1,12,12,2,9,10,6,11,5,7,6,3,3,7,8,6,9,5,11,5,7,19,13,6,10,17,12,21,9,21,24,10,21,10,20,6,12,10,11,19,18,17,9,7,10,10,6,15,8,6,5,14,2,6,9,9,8,9,6,7,3,7,2,3,7,7,14,3,6,3,6,2,4,2,3,4,5,1,2,1,2,2,2,3,1,1,1
S01006556,Summerhill - 04,Aberdeen City,794,,13,9,3,10,6,9,8,8,18,6,6,11,9,8,2,6,11,10,4,10,8,8,10,9,6,12,18,15,12,9,12,5,18,8,17,8,15,12,15,9,8,7,12,2,4,11,9,16,10,13,14,13,9,10,5,15,11,7,10,4,9,15,5,14,7,7,7,6,10,9,2,9,6,1,2,8,7,8,7,7,5,5,6,7,8,5,4,10,6,2,7
S01006557,Summerhill - 05,Aberdeen City,676,,8,10,8,5,7,5,12,14,9,7,5,6,12,9,10,7,5,2,0,1,7,6,8,7,8,7,10,15,18,20,13,13,11,3,10,18,17,5,11,8,7,3,9,4,4,16,6,2,4,15,10,2,5,7,7,16,17,10,3,5,8,8,4,9,7,11,6,10,15,12,8,14,8,5,3,4,2,1,4,2,2,1,6,2,3,1,1,2,0,2,6
S01006558,Midstocket - 01,Aberdeen City,563,,4,6,1,6,3,3,4,5,6,2,9,0,3,3,2,2,5,2,3,2,1,7,8,14,8,10,9,9,16,12,8,12,12,9,10,22,11,25,9,4,6,6,8,4,14,9,9,8,4,6,6,8,5,5,9,3,9,7,8,10,2,13,6,6,2,4,7,5,3,9,7,9,3,4,6,2,4,4,6,0,5,3,3,1,3,9,0,0,3,0,3
S01006559,Midstocket - 02,Aberdeen City,606,,5,5,6,4,3,11,3,3,10,5,4,11,4,12,5,2,9,9,8,6,2,6,6,2,5,6,12,10,16,5,20,8,9,6,4,12,10,13,16,6,7,8,4,6,4,6,7,6,12,10,10,9,9,9,7,8,11,4,14,5,7,6,11,12,12,7,14,5,5,3,10,10,4,4,5,3,6,0,1,2,2,4,6,4,1,1,2,0,3,1,0
S01006560,Midstocket - 03,Aberdeen City,997,,4,11,14,14,13,8,18,18,9,14,17,8,15,15,14,6,9,10,9,3,4,6,13,10,23,12,13,13,11,10,18,14,5,16,13,26,18,13,20,3,18,7,14,14,7,19,7,19,15,33,18,8,15,10,11,22,16,14,9,8,9,9,8,12,8,9,12,12,13,8,11,14,6,4,4,13,6,4,5,0,7,7,5,3,1,7,4,3,5,4,10
S01006561,Midstocket - 04,Aberdeen City,742,,10,10,8,12,7,6,10,6,9,3,18,10,10,15,9,7,6,9,1,8,9,4,6,6,6,7,9,9,6,9,0,8,2,14,7,10,16,18,15,12,5,9,8,6,10,9,16,14,8,4,14,11,16,12,8,17,10,8,15,11,10,12,7,7,2,9,10,19,9,14,11,5,4,5,5,3,6,6,5,4,3,1,4,1,4,4,3,2,3,1,5
S01006562,Midstocket - 05,Aberdeen City,985,,7,12,13,14,11,18,18,12,11,9,7,10,10,16,8,13,7,10,7,8,11,9,1,4,6,5,12,13,14,7,13,6,14,8,9,21,6,10,15,17,11,27,9,22,14,15,13,18,17,11,8,18,17,22,13,20,9,8,12,24,15,13,9,14,18,17,10,13,9,9,6,10,10,7,8,8,7,5,7,6,13,6,5,4,4,4,4,5,1,5,3
S01006563,Midstocket - 06,Aberdeen City,657,,4,6,13,4,10,8,2,9,11,17,10,19,8,10,11,9,6,6,0,2,4,5,9,4,8,5,17,8,7,6,4,13,13,10,5,17,9,3,13,9,7,17,10,14,8,8,10,8,14,5,16,8,9,3,8,7,0,9,5,7,3,7,9,8,4,2,7,8,8,5,4,8,2,8,2,4,9,1,7,8,3,9,1,6,3,1,6,3,0,0,4
S01006564,Rosemount - 01,Aberdeen City,987,,4,7,10,5,6,6,11,11,7,14,4,4,11,4,7,2,4,4,4,3,9,11,14,22,31,29,27,38,34,30,36,34,32,30,19,19,27,14,20,13,17,7,5,15,17,4,15,9,9,14,15,15,6,12,10,12,11,9,17,10,7,4,7,9,9,4,9,3,5,12,5,3,4,5,5,4,4,3,3,4,3,2,7,3,9,4,3,0,1,0,0
S01006565,Rosemount - 02,Aberdeen City,964,,8,4,5,8,2,11,8,3,3,4,2,3,5,1,1,1,4,3,14,27,44,50,59,56,44,46,35,42,41,38,31,18,31,12,23,12,14,5,11,5,6,4,6,7,9,14,6,8,12,15,7,5,13,1,9,7,7,7,4,7,1,4,7,1,5,3,2,7,5,7,4,3,4,0,2,4,4,3,1,1,2,1,1,0,0,1,0,1,0,2,0
S01006566,Rosemount - 03,Aberdeen City,763,,9,8,6,8,8,10,2,1,2,3,1,1,1,3,3,3,6,6,6,2,10,24,12,16,20,15,29,28,30,27,36,9,28,17,29,34,21,15,14,18,14,5,8,6,3,6,9,9,2,8,6,7,4,9,7,7,6,4,7,4,4,8,8,9,5,7,1,5,8,6,6,7,5,6,4,1,4,4,2,1,0,1,0,2,3,1,1,0,1,0,1
S01006567,Rosemount - 04,Aberdeen City,752,,3,6,5,2,7,2,6,4,3,0,2,2,0,3,2,3,1,3,3,9,21,33,25,29,34,32,25,43,38,25,31,18,21,7,6,10,12,7,2,2,7,6,5,2,9,5,8,11,7,4,14,8,4,3,12,15,12,8,4,4,10,4,5,10,1,4,5,7,6,2,3,8,2,6,4,2,1,3,7,2,1,3,4,2,2,0,4,1,2,4,2
S01006568,Rosemount - 05,Aberdeen City,927,,5,5,5,4,5,7,0,4,3,8,5,10,3,4,3,3,1,3,3,8,9,17,25,25,30,36,46,36,54,61,50,39,35,47,11,25,20,12,26,7,15,6,4,1,11,18,5,8,5,12,8,5,8,10,5,11,1,3,4,4,10,9,10,6,6,4,9,4,4,1,4,1,1,0,3,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,3
S01006569,Rosemount - 06,Aberdeen City,561,,3,8,4,4,4,2,3,3,7,5,4,0,5,1,4,2,1,1,2,2,3,9,14,18,7,19,27,25,13,18,19,12,15,17,13,8,19,10,11,9,6,6,5,9,10,4,6,4,8,1,3,4,7,8,5,9,8,3,5,4,11,7,3,7,4,4,6,2,5,4,2,4,3,3,4,3,6,1,3,1,3,0,2,0,3,1,1,0,0,0,2
S01006570,Rosemount - 07,Aberdeen City,726,,5,13,7,9,4,7,10,0,8,12,3,6,4,7,9,6,5,8,5,5,3,5,8,6,2,8,10,14,18,21,27,23,16,28,15,13,14,16,6,11,5,8,10,3,9,5,13,20,8,16,11,13,12,8,7,11,17,10,6,11,4,14,11,6,4,3,5,9,2,5,2,4,7,6,4,5,5,1,2,3,1,2,1,4,5,2,2,0,4,1,2
S01006571,West End North - 01,Aberdeen City,878,,5,6,5,2,8,13,9,7,11,10,8,16,15,13,12,14,6,6,5,1,12,12,8,15,5,8,21,26,17,11,13,14,23,12,2,8,9,26,26,15,16,9,6,13,13,11,22,15,18,8,11,15,16,18,16,12,9,5,9,12,10,11,5,10,7,8,5,14,3,11,8,7,5,5,8,2,7,7,5,0,2,2,4,2,4,4,3,3,1,1,5
S01006572,West End North - 02,Aberdeen City,961,,8,4,1,10,6,11,9,6,14,13,14,26,10,14,8,12,9,12,8,3,8,8,4,10,11,18,7,14,25,9,11,11,10,8,8,7,18,9,13,21,7,14,7,14,15,13,20,11,18,4,11,18,26,23,14,15,19,22,19,14,19,7,14,14,10,5,6,13,9,6,13,12,8,12,5,7,4,4,6,8,8,8,4,5,6,3,3,2,4,0,4
S01006573,West End North - 03,Aberdeen City,760,,7,9,9,7,12,7,6,7,10,6,14,12,12,19,14,14,16,5,9,5,8,8,12,3,8,14,17,13,8,5,2,11,4,8,8,7,8,4,11,7,13,10,14,10,5,17,10,18,23,12,13,14,11,23,13,19,22,12,14,6,11,5,11,12,1,7,3,2,3,7,7,6,2,4,5,6,0,2,1,2,5,3,3,2,2,1,0,0,0,1,1
S01006574,West End North - 04,Aberdeen City,1048,,10,16,9,10,12,7,18,16,20,12,16,14,6,11,6,12,11,22,9,7,12,14,11,17,6,12,13,12,8,9,6,18,19,16,16,14,18,12,11,17,10,8,13,15,18,12,18,19,6,21,20,22,14,12,10,17,23,16,21,14,12,12,11,10,7,14,10,5,8,12,12,8,12,1,4,6,3,5,6,5,7,3,4,4,6,3,5,4,3,9,23
S01006575,West End South - 01,Aberdeen City,981,,10,14,15,10,8,15,15,6,14,16,5,15,5,7,7,6,8,9,12,4,12,13,5,15,11,23,19,17,15,18,28,30,24,11,22,16,11,28,13,21,12,5,19,10,22,21,10,5,6,16,8,17,12,17,12,20,19,14,12,10,9,11,15,3,5,5,7,5,7,4,6,14,5,4,5,8,6,4,4,5,5,1,4,3,4,1,2,0,4,2,3
S01006576,West End South - 02,Aberdeen City,722,,5,6,7,7,15,16,13,7,11,7,5,9,4,4,9,10,8,8,4,1,4,9,7,11,5,5,18,21,17,19,12,21,10,16,10,18,10,16,19,14,9,13,5,12,11,26,10,9,7,12,19,7,8,10,6,3,9,10,7,10,6,14,9,6,3,6,4,6,3,2,4,0,5,1,4,3,5,1,4,1,1,0,1,0,3,0,3,1,0,2,3
S01006577,West End South - 03,Aberdeen City,809,,7,7,10,7,6,7,12,6,8,10,11,5,6,8,8,13,6,3,5,7,3,12,9,11,7,18,24,34,18,30,38,25,18,9,18,22,5,20,17,27,7,9,7,9,9,5,7,10,9,17,9,8,3,12,6,8,9,11,7,12,10,9,8,9,5,5,9,3,7,1,2,4,4,2,4,0,2,5,6,3,4,2,1,1,2,3,0,0,0,1,6
S01006578,West End South - 04,Aberdeen City,1094,,8,9,7,4,4,7,6,4,5,2,9,0,5,7,3,8,1,5,2,3,9,19,17,27,23,26,63,64,41,61,37,45,35,43,36,49,27,26,32,2,7,19,5,15,19,11,11,7,7,6,5,6,18,12,8,13,6,7,8,9,10,7,8,7,7,6,7,9,10,4,2,7,3,4,3,2,1,4,2,0,0,0,1,0,0,1,1,1,0,1,6
S01006579,West End South - 05,Aberdeen City,1020,,9,5,5,5,4,7,13,3,1,2,0,8,2,6,6,0,0,0,2,0,8,16,15,31,22,23,46,43,45,37,46,59,53,42,47,32,26,49,27,23,14,2,11,18,11,16,9,10,12,5,3,2,4,15,13,5,15,6,6,2,4,3,6,6,3,1,7,2,4,6,1,0,1,2,2,2,0,2,1,2,1,1,0,3,4,1,1,1,2,0,4
S01006580,West End South - 06,Aberdeen City,718,,5,4,10,2,8,16,2,3,5,11,4,7,4,3,6,2,4,7,4,0,3,6,7,17,3,15,19,21,24,29,24,29,25,14,22,20,22,25,8,19,13,18,6,10,6,15,10,11,8,13,7,6,6,8,12,1,3,5,12,3,6,6,2,8,3,6,6,5,3,4,1,5,4,0,3,2,1,0,0,0,1,6,1,2,0,3,1,0,4,0,3
S01006581,West End South - 07,Aberdeen City,935,,10,10,10,10,9,9,13,8,12,5,9,3,16,7,8,10,7,15,4,10,7,5,12,8,3,8,8,11,11,10,8,15,5,16,14,12,9,22,8,15,9,12,12,18,17,11,8,13,7,17,12,23,16,13,18,26,33,12,18,18,15,17,22,11,10,8,14,2,4,6,13,13,7,6,8,8,5,6,5,12,5,5,5,2,2,3,4,2,1,1,8
S01006582,City Centre West - 01,Aberdeen City,817,,5,3,8,5,4,3,8,4,10,2,3,5,3,0,1,2,0,1,4,6,10,18,20,11,24,30,38,45,39,50,38,41,32,20,6,19,20,12,4,17,20,8,6,21,8,3,4,6,7,8,12,4,9,4,5,6,6,7,7,4,8,6,9,10,7,5,2,8,1,1,5,6,3,5,0,1,0,0,0,2,1,0,2,3,1,2,0,0,0,1,2
S01006583,City Centre West - 02,Aberdeen City,681,,1,3,5,6,2,7,6,3,3,3,2,4,4,5,1,3,4,3,7,20,36,39,34,26,31,22,29,23,32,24,29,22,10,7,6,14,17,14,9,11,14,12,11,8,3,9,6,7,7,6,7,7,7,6,2,3,4,3,2,6,1,2,3,1,2,2,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,3
S01006584,City Centre West - 03,Aberdeen City,615,,9,4,2,3,3,2,0,8,3,5,2,2,1,3,2,4,0,3,3,18,23,22,17,20,24,17,20,15,21,17,22,12,13,11,10,14,16,14,17,11,6,17,7,9,1,8,2,7,4,8,6,11,11,4,8,9,7,7,6,2,4,6,8,2,4,5,6,1,0,5,2,3,2,1,0,0,1,0,0,2,0,2,1,2,1,0,2,2,0,0,0
S01006585,City Centre West - 04,Aberdeen City,801,,6,5,5,6,8,6,9,3,7,6,5,0,5,7,4,6,3,2,4,7,10,16,20,16,19,24,31,31,46,35,35,29,21,30,18,14,3,22,18,3,9,14,10,10,10,8,20,1,5,4,9,5,2,4,5,12,8,3,7,2,1,4,7,9,2,3,3,7,7,5,8,6,3,2,4,1,6,2,2,2,1,3,2,5,2,2,2,2,2,0,3
S01006586,City Centre West - 05,Aberdeen City,1017,,1,2,8,5,2,8,2,1,3,1,2,4,2,3,0,2,0,2,3,19,39,50,52,47,45,48,35,42,46,34,34,24,22,19,18,14,11,12,11,8,16,5,1,4,2,11,9,10,7,11,10,4,5,6,3,11,6,3,9,4,8,8,4,12,5,17,13,5,10,16,11,13,11,7,2,9,5,3,7,0,4,1,3,2,2,2,4,2,2,1,10
S01006587,City Centre East - 01,Aberdeen City,545,,4,5,2,4,5,2,5,3,4,4,0,3,1,0,2,1,0,2,6,7,16,24,20,34,33,30,24,26,24,20,19,16,14,8,9,10,12,9,9,5,4,8,9,10,4,2,2,6,7,7,4,0,4,3,1,0,2,6,8,2,0,4,2,4,2,0,3,1,5,4,2,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
S01006588,City Centre East - 02,Aberdeen City,605,,2,3,2,5,3,4,3,3,1,1,5,1,4,1,1,1,2,3,2,9,28,35,27,34,24,33,27,27,31,18,25,18,18,15,11,9,7,9,13,7,11,5,7,8,6,4,4,9,3,3,3,5,5,4,3,3,9,3,2,3,3,4,2,4,2,5,0,2,3,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01006589,City Centre East - 03,Aberdeen City,695,,11,8,6,1,8,5,6,6,10,2,4,1,7,2,1,1,3,3,4,20,22,29,35,24,32,34,31,29,27,24,17,20,14,8,11,9,10,12,12,6,9,6,5,16,9,6,8,0,5,10,6,5,10,6,6,3,8,6,3,1,2,5,3,5,2,2,5,1,2,3,7,3,4,1,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1
S01006590,City Centre East - 04,Aberdeen City,786,,5,4,3,3,3,2,4,2,3,6,0,1,2,2,2,3,2,8,2,8,13,12,19,26,12,23,33,39,43,36,35,32,29,31,24,31,15,22,27,19,13,11,13,2,5,5,6,4,8,5,15,3,2,6,6,7,5,5,10,6,6,10,2,4,2,1,3,1,3,5,2,3,3,1,1,0,0,1,1,0,1,1,2,1,1,2,0,1,1,2,2
S01006591,Ferryhill North - 01,Aberdeen City,707,,3,8,6,5,7,5,6,13,6,1,5,2,4,3,2,1,4,3,2,3,5,14,15,19,19,11,30,30,20,36,24,24,27,23,22,25,15,14,20,14,13,8,12,9,13,9,7,6,1,10,8,6,5,3,4,8,5,2,5,12,5,6,5,1,8,3,2,3,3,9,3,4,2,3,1,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
S01006592,Ferryhill North - 02,Aberdeen City,769,,13,10,7,0,5,6,9,3,3,4,3,3,2,3,4,1,3,3,1,2,4,13,11,14,26,28,27,21,32,29,35,40,34,30,33,27,22,10,18,29,14,5,10,7,25,7,4,9,5,6,6,7,12,4,6,8,7,8,4,6,5,0,3,1,2,2,0,4,0,0,5,0,3,0,2,0,5,0,0,1,4,0,1,0,0,1,0,0,0,0,2
S01006593,Ferryhill North - 03,Aberdeen City,803,,11,11,11,5,7,2,4,7,4,7,7,8,2,3,3,5,2,7,3,4,7,3,11,6,7,18,23,38,28,35,39,28,37,26,40,20,25,25,18,14,13,12,14,7,11,8,13,4,9,4,4,13,10,13,6,3,5,8,7,5,8,3,0,2,0,1,7,6,3,6,3,1,6,2,5,3,4,2,0,1,0,0,3,0,1,0,1,1,0,0,4
S01006594,Ferryhill North - 04,Aberdeen City,497,,5,6,3,4,4,0,1,1,3,5,1,5,0,3,1,4,1,0,2,2,3,5,7,3,7,14,13,16,17,24,5,16,11,15,13,12,7,4,6,10,6,6,4,9,2,3,5,1,6,9,3,5,7,2,5,9,2,2,4,7,7,2,7,6,7,2,3,0,14,9,1,6,5,3,5,0,9,3,10,3,3,4,7,4,2,6,3,1,1,1,7
S01006595,Ferryhill North - 05,Aberdeen City,964,,5,7,6,12,12,5,6,8,7,5,6,7,2,5,2,8,2,5,8,4,6,9,13,16,23,19,25,33,58,26,40,48,25,39,32,37,31,28,22,21,15,19,10,16,12,14,11,5,6,7,11,4,6,10,8,9,14,9,7,10,3,12,6,6,4,6,1,6,5,7,5,4,6,1,0,4,2,2,1,0,3,0,0,1,0,0,1,0,1,0,1
S01006596,Ferryhill North - 06,Aberdeen City,779,,7,5,10,7,7,7,9,10,8,11,7,9,4,5,8,4,4,5,4,5,3,8,12,5,15,12,16,17,17,24,12,32,29,30,10,18,18,10,9,11,18,6,14,10,20,10,14,13,12,9,9,13,8,9,13,13,6,7,3,5,10,9,6,5,3,7,5,8,5,6,3,3,6,1,2,1,4,1,2,2,0,1,0,2,5,2,3,3,1,2,15
S01006597,Ferryhill North - 07,Aberdeen City,529,,5,3,4,2,0,3,4,0,3,1,3,0,1,2,3,0,1,2,0,2,6,5,15,7,13,17,15,29,28,33,25,28,29,18,20,14,10,12,11,8,9,7,7,6,4,11,6,1,10,3,5,3,3,5,6,1,6,1,6,9,6,0,0,1,1,1,7,1,1,0,0,0,2,1,2,0,1,4,2,0,3,1,0,1,0,0,0,0,0,0,3
S01006598,Ferryhill South - 01,Aberdeen City,1009,,9,8,15,18,12,11,11,17,15,12,13,16,9,11,11,5,7,8,6,4,2,9,7,6,7,3,9,15,13,16,16,17,9,27,22,14,14,9,13,27,14,19,22,15,27,26,13,18,13,16,8,18,15,13,15,17,17,12,12,19,18,11,11,11,15,9,9,14,0,7,18,13,1,6,5,9,6,2,4,7,3,5,10,1,2,3,1,2,2,1,1
S01006599,Ferryhill South - 02,Aberdeen City,796,,3,3,10,6,1,5,1,5,4,5,6,1,3,0,2,0,1,0,1,7,6,7,16,20,2,12,25,28,22,30,31,18,23,25,19,12,12,18,13,5,15,8,9,10,10,11,13,6,11,13,11,5,6,17,8,5,10,10,17,13,13,5,14,9,11,11,10,7,8,5,7,8,3,3,7,3,7,2,9,4,0,2,4,5,3,8,3,3,1,1,4
S01006600,Ferryhill South - 03,Aberdeen City,1225,,11,7,11,13,3,10,9,2,0,5,6,9,7,10,3,14,3,5,16,28,16,35,11,20,24,23,27,36,22,31,27,34,16,20,17,31,24,11,21,19,19,11,9,17,11,15,12,9,20,15,11,18,13,10,11,23,10,8,15,6,13,14,18,9,12,8,7,1,7,13,11,15,12,6,5,7,12,5,15,12,7,8,11,14,9,13,14,4,8,5,30
S01006601,Ferryhill South - 04,Aberdeen City,1006,,4,8,5,5,7,12,8,5,14,2,6,6,10,8,5,3,1,7,7,10,6,16,17,8,22,14,28,26,24,18,28,17,30,22,14,24,21,28,27,14,14,14,20,12,12,15,5,13,14,15,15,15,12,22,17,11,16,18,11,15,12,16,7,11,7,6,7,7,9,3,7,9,5,2,9,11,8,5,3,8,3,5,4,0,4,4,3,2,1,3,2
S01006602,Ferryhill South - 05,Aberdeen City,909,,10,18,15,12,13,8,6,9,7,10,12,8,10,6,10,3,9,6,8,2,0,7,3,7,5,5,20,16,15,13,19,14,21,18,27,17,13,13,17,15,13,13,19,5,10,12,13,16,9,15,6,11,15,9,13,12,9,10,14,14,8,11,16,3,6,4,8,12,4,7,8,9,5,3,5,5,5,7,11,3,8,10,6,9,7,7,12,6,4,6,9
S01006603,"Kincorth, Leggart and Nigg North - 01",Aberdeen City,813,,13,13,5,12,14,5,11,8,9,9,15,6,6,4,7,10,6,7,7,4,8,10,10,7,5,12,19,9,12,14,4,11,20,10,16,20,13,13,10,13,12,8,8,9,9,10,12,9,13,6,8,10,10,19,9,10,11,15,10,12,11,4,10,6,8,9,7,7,7,12,8,7,5,7,6,9,5,5,7,2,9,10,5,6,4,6,5,0,2,1,6
S01006604,"Kincorth, Leggart and Nigg North - 02",Aberdeen City,660,,7,7,4,7,11,7,8,13,9,4,10,7,7,8,3,5,5,3,6,0,4,8,6,13,9,12,8,12,10,20,10,12,9,10,23,3,6,6,12,3,7,1,6,6,6,10,10,6,9,14,4,9,10,4,11,9,12,8,14,15,13,13,13,7,4,4,5,7,3,9,5,14,5,6,2,10,1,6,5,6,6,4,3,0,4,2,1,1,1,0,2
